"0_eRNA"	"1_eRNA"	"10_eRNA"	"11_eRNA"	"12_eRNA"	"13_eRNA"	"14_eRNA"	"15_eRNA"	"2_eRNA"	"3_eRNA"	"4_eRNA"	"5_eRNA"	"6_eRNA"	"7_eRNA"	"8_eRNA"	"9_eRNA"
"tmem121b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem125"	0	0	0	0	4	3	53	23	0	0	0	0	1	0	0	0
"tmem127"	27	1	0	0	2720	2678	3043	2820	6	2	0	0	0	0	8	8
"tmem128"	2	10	0	0	459	604	724	704	0	0	0	0	0	0	0	1
"tmem129"	16	1	0	0	573	472	529	661	1	12	0	0	0	0	2	0
"tmem130"	0	0	0	0	402	297	797	626	0	0	0	0	2	0	0	0
"tmem131"	199	30	12	15	2418	1515	1641	3454	64	22	0	4	7	1	17	40
"tmem131l"	26	0	0	5	2566	1984	1208	3164	12	5	0	1	0	0	0	6
"tmem132c"	0	0	0	0	19	38	5	10	0	0	0	0	0	0	0	0
"tmem132e"	2	0	0	0	12	29	25	69	0	0	0	0	0	0	0	0
"tmem134"	0	0	0	0	236	397	419	309	0	0	3	1	0	1	0	0
"tmem135"	8	0	0	0	635	574	667	692	0	0	0	0	0	0	3	1
"tmem136"	6	0	0	0	22	40	85	27	0	0	0	0	0	0	0	0
"tmem141"	12	0	0	0	421	465	494	336	0	0	0	0	0	0	2	0
"tmem144"	1	0	0	3	0	0	0	10	0	0	0	0	0	0	0	0
"tmem145"	0	1	0	2	29	11	49	19	0	0	0	0	0	0	2	0
"tmem147"	0	0	0	0	720	827	944	770	0	14	0	0	3	0	0	3
"tmem14a"	0	0	0	0	96	130	220	153	0	0	0	0	0	0	0	1
"tmem150a"	0	0	0	0	323	291	467	423	0	0	0	0	0	0	0	0
"tmem150b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem150c"	6	0	0	0	73	88	90	108	0	0	0	0	1	1	1	0
"tmem151b"	0	0	0	0	2	15	0	7	0	0	0	0	0	0	0	0
"tmem154"	10	0	0	4	2162	3390	3489	2792	0	2	0	0	0	0	0	3
"tmem158"	0	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0
"tmem159"	0	0	0	0	14	45	10	40	0	0	0	0	0	0	0	0
"tmem160"	0	0	0	0	496	813	903	764	0	1	0	0	0	0	0	0
"tmem161a"	0	0	0	0	505	407	486	424	0	0	0	0	0	0	1	0
"tmem161b"	1	0	1	0	277	246	316	364	0	0	0	0	0	0	0	0
"tmem163"	0	0	0	0	34	69	80	50	0	0	0	0	0	0	0	0
"tmem164"	0	0	0	0	986	660	609	829	0	9	2	0	0	0	0	1
"tmem165"	17	0	0	2	1124	796	615	1083	0	1	0	0	0	0	3	2
"tmem167a"	3	0	0	1	863	891	1406	821	10	0	0	0	0	0	1	1
"tmem167b"	9	0	0	3	1111	1433	1761	1290	10	0	0	0	1	0	2	5
"tmem168"	33	0	0	7	852	880	722	1010	12	7	0	0	0	0	0	4
"tmem169"	0	0	0	0	14	13	4	19	0	0	0	0	0	0	0	0
"tmem170a"	7	2	0	1	1042	1139	1398	941	3	0	0	0	0	0	0	2
"tmem170b"	3	0	0	0	15	19	32	25	0	0	0	0	0	1	0	0
"tmem173"	13	1	0	0	705	791	970	1067	1	2	1	0	0	0	2	0
"tmem174"	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0
"tmem175"	9	6	3	3	137	169	105	284	0	4	0	0	0	0	3	0
"tmem177"	2	0	0	1	607	771	1633	695	0	0	0	0	0	0	1	0
"tmem178a"	0	0	0	0	10	17	3	15	0	0	0	0	0	0	0	0
"tmem178b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem179"	0	0	0	0	22	30	24	21	0	0	0	0	0	0	0	0
"tmem179b"	23	2	2	0	2678	2718	4068	2986	0	3	0	0	0	1	0	3
"tmem18"	0	0	0	3	340	338	256	299	1	0	0	0	1	0	0	0
"tmem181"	14	0	1	0	1313	1480	1539	1526	0	11	0	1	0	0	3	5
"tmem182"	12	1	0	0	120	53	134	171	0	0	0	0	0	0	0	0
"tmem184a"	32	13	1	9	1183	935	608	1133	3	13	0	0	2	0	5	4
"tmem185a"	6	0	0	0	910	1005	1124	1139	0	0	0	0	2	0	0	0
"tmem186"	0	0	0	0	90	77	127	96	0	0	0	0	0	0	0	0
"tmem187"	2	0	0	0	98	130	248	145	0	0	0	0	0	0	0	0
"tmem189"	0	0	0	0	7	6	8	18	0	0	0	0	0	0	0	0
"tmem19"	1	0	0	0	746	647	1144	710	2	0	1	0	0	0	0	0
"tmem192"	6	0	0	0	490	532	563	454	0	0	0	0	0	0	0	2
"tmem196"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem199"	11	0	0	0	372	485	616	457	0	0	0	0	0	0	0	3
"tmem2"	22	6	6	0	534	293	394	531	7	14	0	0	0	0	1	2
"tmem200a"	0	0	0	0	28	86	59	83	0	0	0	0	0	0	0	0
"tmem200c"	0	0	0	0	23	12	4	17	0	0	0	0	0	0	0	0
"tmem201"	0	0	0	0	210	209	183	182	0	0	0	0	0	0	0	1
"tmem203"	1	0	0	0	292	323	486	408	0	0	0	0	1	0	1	0
"tmem204"	2	0	0	0	153	138	103	133	0	0	0	0	0	0	0	0
"tmem206"	0	8	0	0	421	426	344	402	0	1	2	0	0	0	0	7
"tmem208"	12	0	2	0	446	450	650	452	1	22	1	0	0	0	1	0
"tmem209"	0	3	0	1	800	557	553	667	0	2	0	0	0	0	2	2
"tmem214"	40	3	5	1	1765	1760	1773	2504	0	9	2	0	3	0	6	6
"tmem218"	0	11	0	0	38	73	70	48	0	0	0	0	0	0	0	0
"tmem220"	0	0	0	0	64	66	60	71	0	0	0	0	1	0	0	0
"tmem221"	0	0	0	0	31	33	28	51	0	0	0	0	0	0	0	2
"tmem223"	0	0	0	1	103	94	110	51	5	0	0	0	1	0	0	0
"tmem229a"	0	0	0	0	103	49	65	73	0	0	0	0	0	0	0	0
"tmem231"	0	0	0	1	218	62	160	121	1	0	0	0	0	0	0	0
"tmem233"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem234"	1	0	0	3	74	140	128	147	0	1	0	0	0	0	3	0
"tmem236"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem240"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem241"	7	0	0	0	132	103	182	148	0	0	0	0	0	0	0	0
"tmem242"	0	0	0	0	25	7	42	31	0	0	0	0	0	0	0	0
"tmem243"	30	0	0	0	905	782	1038	864	1	0	0	0	0	0	0	0
"tmem244"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem245"	2	0	0	0	475	416	485	642	1	0	0	0	0	0	0	0
"tmem246"	15	1	0	0	716	657	610	631	1	0	0	0	0	0	1	0
"tmem248"	8	0	0	0	613	486	365	595	0	8	0	0	0	0	3	2
"tmem25"	0	0	0	0	17	16	21	0	0	0	0	0	0	0	0	0
"tmem250"	0	0	0	0	193	312	405	388	0	0	0	0	0	0	0	0
"tmem251"	10	0	0	0	727	595	790	732	0	0	0	0	0	0	0	0
"tmem252"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
"tmem254"	9	4	11	5	952	971	1846	957	0	0	0	0	0	0	1	6
"tmem255a"	0	0	0	1	2	22	39	12	0	0	0	0	0	0	0	0
"tmem255b"	0	0	3	0	426	370	313	564	0	0	0	1	0	0	0	0
"tmem256"	6	3	0	1	220	66	284	180	1	0	0	0	0	0	0	1
"tmem258"	4	9	0	1	703	797	832	676	6	1	0	2	0	1	1	1
"tmem259"	81	21	3	9	884	971	1073	1254	39	7	0	0	0	0	2	7
"tmem260"	2	0	0	0	192	119	51	153	0	5	0	0	0	0	0	0
"tmem263"	19	3	2	2	4625	4530	5779	3956	2	19	0	0	0	0	2	5
"tmem265"	55	11	3	6	1202	1349	1421	1463	11	9	3	1	0	0	1	2
"tmem266"	12	0	0	0	543	774	849	666	0	1	1	0	0	0	1	1
"tmem267"	0	0	0	0	33	26	36	29	0	0	0	0	0	0	0	0
"tmem268"	3	1	0	0	270	280	426	340	0	0	0	0	0	1	0	0
"tmem269"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem30a"	68	11	0	6	1823	1732	1469	2438	3	32	1	0	0	0	9	5
"tmem33"	0	0	0	0	137	109	95	129	0	1	0	0	0	0	0	5
"tmem35a"	0	0	0	0	13	9	7	25	0	0	0	0	0	0	0	0
"tmem38a"	10	3	0	0	82	95	84	98	0	0	0	0	0	0	2	0
"tmem38b"	2	1	0	0	782	674	897	790	0	0	0	0	0	0	0	0
"tmem39a"	7	0	0	0	481	538	533	779	1	0	0	0	0	0	10	2
"tmem39b"	5	33	0	0	1240	1167	1443	1424	6	1	0	0	0	0	2	0
"tmem41a"	0	0	0	0	44	87	29	43	0	0	0	0	0	0	0	0
"tmem41b"	20	0	0	0	494	379	403	404	9	8	0	0	0	0	1	3
"tmem42"	5	0	0	0	127	71	136	125	0	3	0	0	0	0	0	0
"tmem43"	7	0	3	0	1016	885	1087	1268	0	1	1	0	0	0	0	2
"tmem44"	0	3	0	0	192	177	195	222	0	0	0	0	0	0	0	1
"tmem45a"	0	0	0	0	2046	2106	2489	1141	0	0	0	0	0	0	0	0
"tmem47"	0	0	0	0	3	7	7	0	0	0	0	0	0	0	0	0
"tmem50a"	48	23	0	3	3173	4272	4448	4009	0	4	0	0	0	0	2	5
"tmem53"	0	0	0	0	98	155	169	111	0	0	0	0	0	0	0	0
"tmem59"	106	21	0	2	8478	8748	10044	11737	28	18	3	0	2	0	10	8
"tmem62"	13	0	0	1	174	67	64	115	3	0	0	0	0	0	0	3
"tmem63b"	66	2	0	1	789	571	593	793	32	12	5	0	0	1	2	4
"tmem63c"	0	0	0	0	2	2	0	11	0	0	0	0	0	0	0	0
"tmem64"	3	2	0	0	477	278	339	403	0	0	0	0	0	0	4	0
"tmem67"	0	0	0	0	14	5	75	31	0	0	0	0	0	0	0	0
"tmem68"	1	0	0	0	869	946	1037	1266	0	11	0	0	0	0	0	0
"tmem70"	1	0	0	0	175	195	281	244	0	0	0	0	0	0	0	1
"tmem71"	0	0	0	1	362	358	458	391	1	0	0	0	0	0	0	0
"tmem72"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem74"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem74b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem79"	22	10	3	1	4501	4632	4467	3648	27	9	0	0	1	0	0	4
"tmem80"	0	0	0	0	51	76	58	34	0	0	0	0	0	0	0	0
"tmem81"	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0
"tmem82"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem86a"	0	0	0	0	17	14	32	11	0	3	0	0	0	0	1	0
"tmem87b"	15	0	0	0	582	695	694	612	0	6	0	0	0	0	2	0
"tmem88b"	0	0	0	0	8	6	2	3	0	0	0	0	0	0	0	0
"tmem8b"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"tmem9"	0	0	1	2	368	493	723	448	0	0	1	0	0	0	0	0
"tmem97"	0	0	0	0	16	11	18	45	0	0	0	0	0	0	0	0
"tmem98"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmem9b"	18	1	1	0	770	946	961	1086	1	5	0	0	0	0	0	1
"tmf1"	46	8	6	6	514	490	431	791	5	11	0	0	3	0	6	6
"tmie"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmigd1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmlhe"	0	0	0	0	152	130	166	163	0	0	0	0	0	0	0	0
"tmod1"	0	1	1	0	1	5	2	2	0	0	0	0	0	0	0	0
"tmod3"	85	17	14	9	4083	3565	3160	4928	31	19	3	0	1	1	4	10
"tmod4"	3	2	0	0	19	20	5	2	0	6	0	0	0	0	0	0
"tmprss15"	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
"tmprss3"	0	0	0	0	10	0	3	4	0	0	0	0	0	0	1	0
"tmprss5"	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0
"tmprss6"	0	0	0	0	2	0	13	0	0	0	0	0	0	0	1	0
"tmprss7"	0	0	0	0	51	26	25	19	0	0	0	0	0	0	0	0
"tmprss9"	0	0	0	0	13	27	21	17	0	0	0	0	0	0	1	2
"tmtc1"	2	0	0	0	56	70	64	105	0	0	0	0	0	0	0	0
"tmtc3"	1	0	1	0	562	493	534	742	0	2	0	0	0	0	1	2
"tmtc4"	0	3	0	0	321	255	297	372	0	0	0	0	0	0	0	0
"tmtops1b"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"tmtops2"	0	0	0	0	34	22	37	20	0	0	0	0	0	0	0	0
"tmtops3a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tmtops3b"	5	0	0	0	431	462	458	490	0	4	0	0	0	0	0	0
"tmub1"	21	0	4	0	742	848	1134	795	0	0	1	0	0	0	0	0
"tmub2"	17	2	0	4	571	595	744	741	0	0	0	0	3	0	0	5
"tmx1"	3	2	0	2	179	235	153	428	10	0	0	0	0	0	5	1
"tmx2"	0	0	0	0	58	84	123	79	0	7	0	0	0	0	0	0
"tmx3"	3	2	0	0	547	363	741	547	5	1	0	0	0	0	1	4
"tnfaip2"	0	10	0	0	1120	1021	1718	1641	0	0	0	0	0	0	0	0
"tnfaip3"	31	2	1	3	822	504	631	760	9	9	0	0	0	0	1	8
"tnfaip6"	0	0	0	0	154	122	125	117	0	0	0	0	0	0	0	0
"tnfaip8l3"	2	0	0	0	735	741	727	674	0	0	0	0	0	0	0	0
"tnfrsf11a"	0	0	0	0	1425	1709	1444	1287	0	0	0	0	0	0	0	2
"tnfrsf11b"	0	0	0	0	400	286	210	315	0	0	0	0	0	0	0	0
"tnfrsf12a"	8	14	0	0	348	232	252	193	3	0	0	2	0	0	2	3
"tnfrsf19"	0	0	0	1	1222	1639	1997	2131	0	2	0	0	0	0	0	0
"tnfrsf1a"	8	2	0	2	1142	1053	1000	1413	3	9	0	0	0	0	6	9
"tnfrsf21"	2	0	0	0	23	18	1	40	0	0	0	0	0	0	0	3
"tnfsf10"	24	5	3	10	242	314	444	392	8	0	3	0	2	0	10	8
"tnfsf12"	0	0	0	0	480	675	973	581	0	0	0	1	0	2	0	0
"tnfsf13b"	0	0	0	0	128	130	217	141	0	0	0	0	0	0	0	0
"tnip1"	78	27	11	2	2158	1275	1834	2905	12	78	1	3	1	0	12	21
"tnip2"	8	0	0	0	150	152	239	186	1	2	0	0	0	0	0	0
"tnk1"	56	17	2	5	3228	1885	1707	3224	16	12	1	1	2	0	16	21
"tnmd"	0	5	0	0	2	1	0	10	0	0	0	0	0	0	0	0
"tnn"	0	0	0	0	33	0	0	22	0	0	0	0	0	0	0	0
"tnpo1"	10	0	1	2	177	170	131	254	7	2	0	0	0	1	5	0
"tnpo3"	35	1	0	3	1410	1209	1190	1935	0	0	1	0	0	0	3	0
"tnr"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tnrc18"	530	43	36	38	1565	1379	1003	2906	84	140	7	4	9	0	87	64
"tnrc6a"	71	5	19	4	860	522	450	1131	6	17	0	0	0	0	8	7
"tns2"	0	0	0	0	245	230	126	422	0	0	0	0	0	0	0	0
"tns3"	1	0	0	0	1086	1083	831	1280	0	0	0	0	0	0	0	0
"tns4"	361	25	36	9	1559	413	375	502	100	57	0	1	3	0	31	34
"tob1"	63	13	6	11	8319	6598	4733	7366	11	20	1	1	2	0	7	12
"tob2"	0	0	0	0	99	69	109	82	0	0	0	2	0	0	0	0
"toe1"	2	0	0	0	242	264	363	222	0	0	0	0	0	0	1	0
"togaram1"	0	0	0	0	221	163	85	211	0	0	0	0	0	0	0	0
"tom1l2"	5	3	1	2	998	1021	946	1045	4	7	0	0	1	0	1	2
"tomm22"	2	2	0	0	390	368	534	329	0	1	1	0	0	0	1	0
"tomm34"	9	0	0	0	2015	2111	2497	2353	0	0	0	0	0	0	0	1
"tomm40"	3	0	0	0	1194	925	1022	1073	0	0	3	0	0	0	0	0
"tomm5"	1	0	1	0	225	240	324	216	0	0	0	0	0	0	0	0
"tomm6"	14	0	0	0	929	947	1269	851	0	0	3	0	2	0	0	0
"tomm70"	0	0	0	0	2357	2200	2194	2627	0	2	0	0	0	0	1	0
"tonsl"	0	0	0	0	87	31	2	111	0	0	0	0	0	0	0	0
"top2a"	0	0	0	0	101	67	61	97	0	0	0	0	0	0	0	2
"top2b"	8	1	1	1	673	568	442	1174	13	6	1	0	0	0	0	8
"top3a"	0	0	0	0	131	66	112	138	0	0	0	0	0	0	0	0
"top3b"	1	0	0	0	164	105	187	136	0	0	0	0	0	0	2	0
"topaz1"	0	0	0	0	4	0	4	3	0	0	0	0	0	0	0	0
"topbp1"	2	0	0	0	88	41	78	73	0	0	0	0	0	0	0	0
"topors"	18	2	2	1	475	360	378	420	10	32	0	0	0	0	3	1
"tor2a"	0	0	0	0	614	529	707	585	6	0	0	0	0	0	2	2
"tor3a"	0	0	0	0	234	173	164	288	0	3	0	0	0	0	0	0
"tor4a"	6	3	0	1	564	421	639	724	0	0	0	0	0	0	0	0
"tox"	3	0	0	2	252	309	284	347	1	10	0	0	4	0	5	1
"tox2"	7	0	0	0	105	79	111	181	1	0	2	0	0	0	7	4
"tox3"	1	0	0	0	56	80	81	95	0	2	0	0	0	0	0	0
"tox4"	8	2	0	0	196	222	130	374	4	0	0	0	0	0	3	0
"tp53"	9	0	2	0	834	1065	1045	1039	3	0	0	0	0	0	5	1
"tp53bp1"	0	0	2	2	256	181	113	461	3	8	0	0	0	0	3	0
"tp53bp2"	68	12	3	4	800	1096	674	1619	25	15	0	0	0	0	6	9
"tp53i11"	0	0	0	2	73	130	136	223	0	5	0	0	0	0	0	3
"tp53i13"	3	3	10	5	1286	1318	1174	1411	3	8	0	2	0	0	6	7
"tp53inp1"	19	9	3	7	901	780	769	1732	8	2	1	0	0	0	7	8
"tp53inp2"	84	45	2	3	2602	2390	3643	2871	10	13	2	1	6	4	10	5
"tp53rk"	7	1	2	0	891	749	1378	832	0	0	1	0	0	0	0	0
"tp63"	39	2	2	3	4192	3441	2126	5978	7	6	0	0	0	1	5	2
"tp73"	0	0	0	0	1098	1204	1326	1621	0	0	0	0	0	0	0	0
"tpbg"	2	1	0	0	963	1401	1111	1190	0	0	0	1	0	0	0	0
"tpcn1"	20	2	0	3	666	684	558	1055	0	0	0	1	0	0	5	3
"tpcn2"	27	3	1	6	1317	1151	1037	1755	1	2	0	2	0	0	0	5
"tpd52"	47	12	6	10	1755	1399	1500	1455	7	4	3	0	5	0	1	5
"tpd52l1"	4	0	0	0	1176	1180	1950	1273	5	0	1	3	2	0	2	1
"tpd52l2"	12	10	4	1	548	455	578	503	8	2	0	0	3	0	6	7
"tpgs1"	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0
"tpgs2"	0	0	0	0	17	11	21	24	0	0	0	0	0	0	0	0
"tph1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tph2"	8	1	0	0	54	41	173	80	0	0	0	0	0	0	0	6
"tpi1"	2	0	0	0	1445	1356	1828	1214	0	0	1	3	0	0	0	1
"tpk1"	0	0	0	0	118	104	143	76	0	1	1	0	0	0	0	0
"tpm1"	875	218	10	25	9977	9809	10272	6513	12	66	12	17	22	1	34	87
"tpm3"	7	9	0	0	3	5	11	0	0	0	0	0	0	0	0	3
"tpm4"	70	4	8	3	5544	6180	3479	6368	20	7	6	1	7	4	9	14
"tpmt"	4	2	0	0	493	378	568	408	0	9	1	0	6	0	0	0
"tpo"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tpp1"	4	2	4	0	2843	2937	3180	2795	1	2	0	0	1	0	5	2
"tpp2"	0	0	0	0	297	290	134	393	0	0	0	0	0	0	0	0
"tppp"	0	0	0	2	380	335	425	490	15	2	0	0	0	0	0	0
"tpr"	31	6	12	7	709	594	546	1078	9	7	1	0	0	0	13	9
"tpra1"	32	9	4	8	1596	1188	1318	1583	10	9	0	0	1	0	5	7
"tprg1l"	5	0	0	0	131	108	144	102	0	0	0	0	0	0	0	0
"tprkb"	0	0	0	0	95	87	156	109	0	0	0	0	0	0	2	0
"tprn"	17	3	0	0	79	25	10	41	0	0	0	0	0	0	1	0
"tpt1"	102	59	2	6	9249	9719	13342	7644	11	17	5	4	1	1	7	23
"tpx2"	0	0	0	0	182	188	269	240	0	0	0	0	0	0	0	0
"tra2a"	28	7	4	2	1873	2060	2495	2143	6	4	0	0	0	0	2	2
"tra2b"	23	5	2	2	921	1043	875	1301	6	0	0	0	2	0	2	1
"trabd"	26	0	5	1	821	633	482	898	1	5	0	0	1	1	1	6
"trabd2a"	0	0	0	0	24	13	31	37	0	0	0	0	0	0	0	0
"tradd"	0	0	0	0	59	62	95	71	0	0	0	0	0	0	0	0
"traf2"	69	7	10	9	526	726	729	854	12	33	0	1	2	0	21	4
"traf3"	42	5	0	4	1210	1053	1335	1675	1	3	0	0	0	0	6	9
"traf3ip1"	14	1	1	0	85	73	41	93	2	0	1	0	0	0	1	3
"traf3ip2"	18	0	0	3	3927	3436	4087	4615	16	20	0	0	6	3	1	1
"traf3ip3"	0	0	0	0	679	809	1414	865	0	0	1	0	0	0	0	0
"traf4"	36	8	1	4	1541	1722	2284	2350	23	10	5	0	0	0	6	12
"traf6"	8	1	0	0	361	323	399	376	9	1	0	0	4	0	0	3
"traf7"	24	1	0	5	1354	1038	865	1785	34	13	0	0	0	0	3	3
"trafd1"	26	5	1	5	1362	1196	1604	1840	19	6	0	0	1	0	4	12
"traip"	1	0	0	0	14	51	44	34	0	0	0	0	0	0	0	0
"trak1"	107	10	17	11	122	118	133	237	22	33	1	1	1	2	3	4
"tram1"	4	0	0	0	913	597	654	1085	21	3	3	1	1	0	8	3
"trap1"	8	0	0	0	1314	1530	1679	1835	0	0	0	0	0	0	0	3
"trappc10"	13	5	13	7	528	637	336	931	5	11	0	0	0	0	5	16
"trappc11"	62	4	1	4	1195	991	976	1905	16	25	0	3	8	2	6	5
"trappc12"	23	4	2	1	819	643	955	838	3	9	0	0	0	0	1	2
"trappc13"	6	0	0	2	195	212	169	206	0	0	0	0	0	0	0	0
"trappc2"	2	2	0	0	239	281	429	229	0	0	0	0	0	0	0	0
"trappc2l"	4	0	0	1	566	666	746	687	0	6	0	0	0	0	1	4
"trappc3"	26	2	7	5	1467	1575	2155	1397	0	2	3	0	0	0	2	0
"trappc4"	22	7	0	0	644	811	855	716	3	0	1	0	0	0	1	0
"trappc5"	0	0	2	0	398	448	523	374	0	5	0	0	0	1	2	1
"trappc6b"	0	0	0	0	435	538	628	531	0	0	0	0	0	0	2	0
"trappc8"	59	6	0	2	1678	1315	1041	2252	3	0	3	0	0	0	5	1
"trappc9"	30	0	0	1	790	570	540	757	4	6	1	0	0	0	4	7
"trdmt1"	0	0	0	0	655	677	659	894	0	2	0	0	0	0	0	0
"trdn"	13	1	0	0	1	1	7	5	0	0	0	0	0	0	0	0
"treh"	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"trh"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trhde"	0	0	0	0	28	79	10	35	0	0	0	0	0	0	0	0
"trhr"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trhr1b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trhr2"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"trhr3"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"triap1"	1	0	0	0	258	296	756	227	0	1	0	0	0	0	0	0
"trib2"	0	0	0	0	315	396	266	425	0	0	0	0	0	0	1	0
"tril"	0	0	0	0	57	95	53	143	0	0	0	0	0	0	0	0
"trim13"	0	0	0	0	1116	1374	2027	1275	0	0	0	0	3	0	0	0
"trim2"	7	0	3	1	940	544	902	818	0	8	0	0	0	1	0	1
"trim23"	12	0	0	2	511	484	787	752	6	0	0	0	0	0	7	0
"trim32"	0	0	0	0	134	193	153	134	0	0	0	0	0	0	0	0
"trim33"	8	8	3	1	755	599	486	796	2	0	0	0	0	8	2	4
"trim36"	5	0	0	1	98	73	92	149	0	0	0	0	0	0	0	0
"trim37"	1	0	0	0	128	185	68	200	1	0	0	0	0	0	0	0
"trim44"	8	0	0	0	488	385	235	487	12	18	0	0	2	0	0	0
"trim45"	0	0	0	0	199	269	123	334	0	0	0	0	0	0	0	0
"trim59"	10	3	0	1	269	262	372	448	9	0	0	0	0	0	0	0
"trim67"	0	0	0	0	10	24	10	30	0	0	0	0	0	0	0	0
"trim71"	1	3	0	2	23	53	8	41	8	0	0	0	0	0	0	0
"trim8"	10	0	0	0	547	639	639	527	5	1	0	0	0	0	2	1
"trim9"	0	0	0	0	39	28	1	73	0	0	0	0	0	0	0	0
"triobp"	36	4	0	7	2393	2345	2836	3556	1	0	0	0	0	0	3	3
"trip10"	0	0	0	0	182	212	136	228	0	0	0	0	0	0	0	0
"trip11"	51	3	2	5	232	227	199	446	7	6	0	0	0	1	6	6
"trip12"	203	26	16	22	2119	1758	1067	2985	39	28	0	0	6	5	20	23
"trip13"	0	0	0	0	7	27	26	7	0	0	0	0	0	0	0	0
"trip4"	0	4	2	0	466	332	456	522	0	0	1	0	0	0	1	1
"trip6"	6	1	0	2	924	690	792	1136	0	0	0	0	0	0	2	3
"triqk"	1	0	0	0	144	131	139	125	0	1	0	0	0	0	0	0
"trir"	19	3	0	0	487	692	597	753	4	0	0	0	0	0	0	0
"trit1"	1	0	0	0	271	246	294	255	0	0	0	0	0	0	0	0
"trmo"	0	1	0	0	107	174	178	175	0	0	0	0	0	0	0	0
"trmt1"	2	1	0	1	406	409	518	481	0	2	0	0	0	0	2	0
"trmt10a"	1	0	0	0	283	252	413	399	0	0	0	0	0	0	1	1
"trmt10b"	8	0	0	0	668	576	1036	557	0	0	0	0	0	0	0	1
"trmt10c"	0	0	0	0	237	202	346	213	0	0	0	0	0	0	0	0
"trmt11"	0	0	0	0	67	94	141	85	0	0	0	0	0	0	0	0
"trmt112"	2	0	0	0	276	317	367	250	0	0	0	0	0	0	0	0
"trmt12"	5	12	0	0	224	276	235	279	0	0	0	0	0	0	2	1
"trmt13"	1	0	0	0	170	158	190	264	0	2	0	0	0	0	2	4
"trmt1l"	9	0	0	1	499	370	483	623	0	0	0	0	0	0	0	0
"trmt2a"	0	0	0	0	535	556	769	703	0	0	0	0	0	0	0	0
"trmt2b"	0	0	0	0	12	8	3	19	0	0	0	0	0	0	0	0
"trmt44"	6	1	0	0	305	233	295	223	12	2	0	0	0	0	0	1
"trmt5"	0	0	0	0	74	113	132	114	0	0	0	0	0	0	0	0
"trmt6"	2	1	0	0	324	342	348	339	0	0	0	0	0	0	1	0
"trmt61a"	0	1	0	0	486	548	580	476	0	0	0	0	0	0	0	0
"trmt61b"	0	0	0	0	162	227	337	224	0	0	0	0	0	0	0	3
"trmt9b"	0	0	0	0	37	42	36	21	0	0	0	0	0	0	0	0
"trmu"	11	0	0	1	381	254	414	424	0	0	0	0	0	0	0	0
"trnaa-agc"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"trnaa-agc_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaa-agc_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaa-agc_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaa-agc_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
